area_type,location,size,total_sqft,bath,balcony,price
Plot  Area,Malleshwaram,2 Bedroom,600,1,0,90
Plot  Area,Banashankari Stage VI,4 Bedroom,600,5,1,105
Built-up  Area,Giri Nagar,1 Bedroom,600,1,1,125
Plot  Area,Vishveshwarya Layout,4 Bedroom,600,4,2,95
Plot  Area,Jaraganahalli Jp Nagar Post,4 Bedroom,600,4,3,65
Plot  Area,1st Block HRBR Layout,3 Bedroom,600,4,2,125
Plot  Area,BTM 1st Stage,6 Bedroom,600,6,2,80
Plot  Area,2nd Stage Nagarbhavi,4 Bedroom,600,3,1,84
Plot  Area,Kumaraswami Layout,4 Bedroom,600,2,1,72
Built-up  Area,Yelahanka New Town,2 Bedroom,600,2,2,80
Plot  Area,2nd Stage Nagarbhavi,4 Bedroom,600,3,2,82
Plot  Area,Park View Layout,4 Bedroom,600,4,1,70
Super built-up  Area,4th Phase JP Nagar,2 BHK,600,4,1,70
Plot  Area,Ilyas Nagar,4 Bedroom,600,3,0,95
Plot  Area,Kumaraswami Layout,2 Bedroom,600,2,1,72
Plot  Area,2nd Stage Nagarbhavi,3 Bedroom,600,5,1,135
Plot  Area,Coconut Garden,3 Bedroom,600,3,1,90
Super built-up  Area,Lake City,1 BHK,600,1,1,22.8
Plot  Area,Sunkadakatte,1 Bedroom,600,1,0,24
Plot  Area,OMBR Layout,5 Bedroom,600,3,0,140
Plot  Area,Kattigenahalli,3 Bedroom,600,4,2,70
Plot  Area,JP Nagar,4 Bedroom,600,5,0,110
Plot  Area,Ananth Nagar,4 Bedroom,600,3,2,62
Super built-up  Area,Nandini Layout,2 BHK,600,3,2,72
Plot  Area,Nagarbhavi,4 Bedroom,600,4,1,78
Plot  Area,SMV layout,3 Bedroom,600,3,3,86
Plot  Area,Vasanthpura,6 Bedroom,600,6,2,65
Plot  Area,8th Phase JP Nagar,4 Bedroom,600,5,2,99
Plot  Area,Nagarbhavi,4 Bedroom,600,3,2,100
Built-up  Area,Amruthahalli,1 Bedroom,600,1,1,55
Carpet  Area,Shivaji Nagar,2 BHK,600,1,1,65
Super built-up  Area,Yelahanka,1 BHK,602,1,1,26
Super built-up  Area,Yelahanka,1 BHK,602,1,1,38
Built-up  Area,Yelahanka,1 BHK,602,1,1,33
Super built-up  Area,Yelahanka,1 BHK,602,2,1,30
Super built-up  Area,Cox Town,1 BHK,605,1,1,29
Super built-up  Area,Sonnenahalli,1 BHK,605,1,1,40
Super built-up  Area,Whitefield,1 BHK,605,1,1,40
Super built-up  Area,Electronic City,1 BHK,605,1,0,13.31
Super built-up  Area,Electronic City,1 BHK,605,1,1,22
Super built-up  Area,Sonnenahalli,1 BHK,605,1,1,30.24
Super built-up  Area,Yeshwanthpur,1 BHK,605,1,0,41.745
Super built-up  Area,Vijayanagar,1 BHK,606,1,0,34.78
Super built-up  Area,Vijayanagar,1 BHK,606,1,1,40
Super built-up  Area,Marathahalli,1 BHK,607,1,1,35
Plot  Area,Kumaraswami Layout,6 Bedroom,610,4,0,95
Super built-up  Area,Kalena Agrahara,1 BHK,610,1,1,39
Plot  Area,Padmanabhanagar,3 Bedroom,610,2,1,75
Plot  Area,Banjara Layout,3 Bedroom,610,3,1,60
Super built-up  Area,Anwar Layout,1 BHK,610,1,0,28
Super built-up  Area,Kammasandra,1 BHK,610,1,1,18.5
Plot  Area,Madavara,4 Bedroom,612,3,0,47
Super built-up  Area,Jalahalli,1 BHK,612.5,1,0,27.565
Super built-up  Area,Whitefield,1 BHK,613,1,1,48
Super built-up  Area,Anekal,2 BHK,614,1,1,28
Super built-up  Area,Sonnenahalli,1 BHK,614.5,1,0,30.715
Super built-up  Area,Hosa Road,1 BHK,615,1,1,28.29
Super built-up  Area,Marathahalli,1 BHK,615,1,1,44
Built-up  Area,Devarachikkanahalli,1 BHK,615,1,1,24
Super built-up  Area,Jalahalli,1 BHK,615,1,1,46
Super built-up  Area,Jalahalli,1 BHK,615,1,1,46
Plot  Area,OMBR Layout,4 Bedroom,615,4,2,110
Super built-up  Area,Hosa Road,1 BHK,615,1,1,43.08
Super built-up  Area,Sarjapur  Road,1 BHK,615,1,0,17.835
Plot  Area,Anandapura,2 Bedroom,616,3,1,45
Super built-up  Area,Anekal,2 BHK,620,2,1,22
Super built-up  Area,Byagadadhenahalli,2 BHK,620,1,1,25
Built-up  Area,Byagadadhenahalli,2 BHK,620,2,1,22
Built-up  Area,Chandapura,1 BHK,620,1,1,27
Super built-up  Area,Byagadadhenahalli,2 BHK,620,2,1,23
Built-up  Area,Laggere,1 Bedroom,620,2,0,48
Built-up  Area,Anekal,2 BHK,620,1,1,23.5
Super built-up  Area,Malleshwaram,1 BHK,620,1,1,86.8
Super built-up  Area,Soppahalli,1 BHK,620,1,1,25
Super built-up  Area,Byagadadhenahalli,2 BHK,620,2,1,23
Built-up  Area,Vittasandra,7 Bedroom,621,7,0,64
Plot  Area,Kumaraswami Layout,4 Bedroom,623,4,1,75
Built-up  Area,Whitefield,1 BHK,624,1,1,35
Super built-up  Area,Sarjapur,1 BHK,625,1,1,19
Super built-up  Area,Venkateshpuram,2 BHK,625,2,1,24
Super built-up  Area,Horamavu Agara,1 BHK,625,1,1,27
Super built-up  Area,Hosa Road,1 BHK,625,1,1,43.68
Plot  Area,Srinagar,6 Bedroom,625,3,3,78
Super built-up  Area,Anekal,2 BHK,625,1,1,25
Built-up  Area,Kothanur,1 Bedroom,627,1,1,30
Super built-up  Area,Yelahanka,1 BHK,628,1,1,24
Super built-up  Area,Electronic City Phase II,1 BHK,630,1,1,28.35
Built-up  Area,Electronic City,1 BHK,630,1,1,34.65
Super built-up  Area,Electronic City Phase II,1 BHK,630,1,1,40
Super built-up  Area,Electronics City Phase 1,1 BHK,630,1,1,39
Super built-up  Area,Electronic City,1 BHK,630,1,1,47
Built-up  Area,Sanjay nagar,2 BHK,630,1,1,35
Super built-up  Area,Chandapura,1 BHK,630,1,0,13.86
Built-up  Area,Chandapura,2 BHK,630,1,1,27
Built-up  Area,Electronic City,1 BHK,630,1,1,60
Super built-up  Area,Electronic City,1 BHK,630,1,1,47
Super built-up  Area,Bannerghatta Road,1 BHK,630,1,2,35
Plot  Area,Ramakrishnappa Layout,1 Bedroom,630,2,1,70
Super built-up  Area,Electronic City,1 BHK,630,1,1,40.5
Super built-up  Area,Electronic City,1 BHK,630,1,1,46
Super built-up  Area,Electronic City,1 BHK,630,1,1,33.7
Super built-up  Area,Whitefield,1 BHK,630.5,1,0,32.79
Super built-up  Area,Whitefield,1 BHK,630.5,1,0,32.15
Built-up  Area,Kengeri,2 BHK,633,1,1,18
Super built-up  Area,Sarjapur,1 BHK,633,1,1,17.09
Super built-up  Area,Kengeri Satellite Town,2 BHK,635,1,1,22
Built-up  Area,Electronics City Phase 1,1 BHK,635,1,0,26
Built-up  Area,Electronic City,1 BHK,635,1,1,28
Super built-up  Area,Kodigehalli,2 BHK,635,1,1,28
Super built-up  Area,Electronic City,1 BHK,635,1,0,28
Built-up  Area,Electronics City Phase 1,1 BHK,638,1,1,32
Built-up  Area,Domlur,1 BHK,640,1,0,55
Built-up  Area,Neeladri Nagar,1 BHK,640,1,1,20.5
Built-up  Area,Anandapura,3 Bedroom,640,3,0,45
Plot  Area,Doddaballapur,2 Bedroom,640,1,0,10.5
Super built-up  Area,Electronics City Phase 1,1 BHK,640,1,1,45
Super built-up  Area,Whitefield,1 BHK,640,1,0,19.83
Super built-up  Area,Begur Road,1 BHK,644,1,1,40
Super built-up  Area,Begur Road,1 BHK,644,1,1,32
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Electronics City Phase 1,1 BHK,645,1,0,42.5
Super built-up  Area,Balagere,1 BHK,645,1,1,34.18
Super built-up  Area,Balagere,1 BHK,645,1,1,39
Built-up  Area,Balagere,1 BHK,645,1,1,41
Super built-up  Area,Balagere,1 BHK,645,1,1,55
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Super built-up  Area,Chandapura,1 BHK,645,1,1,16.45
Plot  Area,Doddabommasandra,3 Bedroom,646,2,1,65
Built-up  Area,Nagavarapalya,1 BHK,646,1,0,25.84
Super built-up  Area,Raja Rajeshwari Nagar,1 BHK,648,1,1,31.75
Super built-up  Area,RR Nagar,1 BHK,648,1,1,34
Super built-up  Area,Javarandoddi,1 BHK,648,1,1,40
Super built-up  Area,Sarjapur,1 BHK,649.5,1,0,17.535
Built-up  Area,Chandapura,2 BHK,650,1,1,17
Built-up  Area,Yelahanka New Town,1 BHK,650,1,2,33
Built-up  Area,Giri Nagar,2 BHK,650,2,0,42
Built-up  Area,Kogilu,2 Bedroom,650,2,0,28
Super built-up  Area,Kodichikkanahalli,1 BHK,650,1,2,38
Super built-up  Area,Shettigere,1 BHK,650,1,1,26
Super built-up  Area,Yelahanka New Town,1 BHK,650,1,1,20
Super built-up  Area,Thippasandra,1 BHK,650,1,0,30
Super built-up  Area,Electronics City Phase 1,1 BHK,650,1,1,23
Built-up  Area,NRI Layout,2 Bedroom,650,2,0,59
Super built-up  Area,Whitefield,1 BHK,650,1,1,25
Built-up  Area,Yelahanka New Town,1 BHK,650,1,1,17
Built-up  Area,Srirampuram,1 BHK,650,1,3,500
Built-up  Area,Harsha Layout,1 BHK,650,1,0,16
Super built-up  Area,Domlur,1 BHK,650,1,1,70
Super built-up  Area,Sarjapur,1 BHK,650,1,2,19.87
Super built-up  Area,Bilal Nagar,2 BHK,650,1,1,20
Built-up  Area,Yeshwanthpur,1 BHK,650,1,0,40
Plot  Area,7th Phase JP Nagar,6 Bedroom,650,6,2,80
Super built-up  Area,Electronic City Phase II,1 BHK,650,1,1,35
Super built-up  Area,Chamrajpet,2 BHK,650,1,1,40
Super built-up  Area,Byatarayanapura,1 BHK,650,1,1,50
Super built-up  Area,Yelahanka New Town,1 BHK,650,1,1,18
Super built-up  Area,Chamrajpet,2 BHK,650,2,2,45
Plot  Area,Kengeri Satellite Town,4 Bedroom,650,2,1,58
Built-up  Area,Yelahanka,1 BHK,651,1,1,17.5
Super built-up  Area,Yelahanka,1 BHK,654,1,1,38.4
Super built-up  Area,Yelahanka,1 BHK,654,1,1,37
Super built-up  Area,Kengeri Satellite Town,1 BHK,654,1,1,22
Super built-up  Area,Yelahanka,1 BHK,654,1,1,36.25
Super built-up  Area,Yelahanka,1 BHK,654,1,1,38
Super built-up  Area,Doddaballapur,1 BHK,654,1,1,49
Super built-up  Area,Kodigehalli,1 BHK,655,1,1,53
Super built-up  Area,Sanne Amanikere,1 BHK,655,1,2,27
Built-up  Area,Attibele,2 BHK,656,2,1,25
Super built-up  Area,Anekal,2 BHK,656,2,1,22
Super built-up  Area,Balagere,1 BHK,656,1,1,53
Super built-up  Area,Balagere,1 BHK,656,1,1,43
Super built-up  Area,Attibele,2 BHK,656,2,1,25
Super built-up  Area,Balagere,1 BHK,656,1,1,38.77
Super built-up  Area,Balagere,1 BHK,656,1,1,34.77
Super built-up  Area,Attibele,2 BHK,656,2,1,25
Super built-up  Area,Kammasandra,1 BHK,657.5,1,0,18.41
Super built-up  Area,Devanahalli,1 BHK,658,1,1,34
Super built-up  Area,Devanahalli,1 BHK,658,1,0,26.91
Super built-up  Area,Devanahalli,1 BHK,658,1,1,26.91
Super built-up  Area,Electronic City,2 BHK,660,1,1,23.1
Plot  Area,Yelahanka,1 Bedroom,660,1,0,48
Plot  Area,8th Phase JP Nagar,4 Bedroom,660,4,2,90
Super built-up  Area,Binny Pete,1 BHK,660,1,1,54
Super built-up  Area,Binny Pete,1 BHK,660,1,1,62
Super built-up  Area,Electronic City,2 BHK,660,1,1,18
Super built-up  Area,Electronic City,2 BHK,660,1,1,15
Built-up  Area,Rajaji Nagar,1 BHK,660,1,0,75
Super built-up  Area,Electronic City,2 BHK,660,1,1,16
Super built-up  Area,9th Phase JP Nagar,2 BHK,660,2,0,27
Plot  Area,Palace Guttahalli,3 Bedroom,660,2,1,100
Super built-up  Area,Electronic City,2 BHK,660,1,1,15.5
Built-up  Area,Thyagaraja Nagar,1 Bedroom,660,1,0,95
Super built-up  Area,Hosur Road,1 BHK,660,1,1,23
Super built-up  Area,Electronic City,2 BHK,660,1,1,16.5
Super built-up  Area,Thippasandra,1 BHK,660,1,0,30
Super built-up  Area,Shettigere,1 BHK,660,1,1,35
Super built-up  Area,Electronic City,2 BHK,660,1,1,23
Built-up  Area,Electronic City,2 BHK,660,1,0,18
Built-up  Area,Thyagraj Nagar,2 Bedroom,660,2,0,76
Super built-up  Area,Uttarahalli,1 BHK,661,1,1,36
Built-up  Area,Panathur,1 BHK,661,1,1,40
Super built-up  Area,Balagere,1 BHK,661,1,1,33
Super built-up  Area,Thanisandra,1 BHK,662,1,1,42
Super built-up  Area,Thanisandra,1 BHK,662,1,1,29
Built-up  Area,Thanisandra,1 BHK,662,1,0,45
Super built-up  Area,Thanisandra,1 BHK,662,1,0,38
Super built-up  Area,Thanisandra,1 BHK,663,1,0,46.1
Super built-up  Area,Thanisandra,1 BHK,663,1,1,46
Super built-up  Area,Thanisandra,1 BHK,663,1,0,32.82
Super built-up  Area,Budigere,1 BHK,664,1,1,35
Super built-up  Area,Budigere,1 BHK,664,1,1,35.4
Built-up  Area,Budigere,1 BHK,664,1,1,34
Super built-up  Area,Yeshwanthpur,1 BHK,665,1,1,36.85
Super built-up  Area,Binny Pete,1 BHK,665,1,0,50.75
Super built-up  Area,Binny Pete,1 BHK,665,1,1,46.08
Super built-up  Area,LB Shastri Nagar,1 BHK,665,1,2,32
Super built-up  Area,Whitefield,1 BHK,665,2.692609647,0,28.585
Super built-up  Area,Yeshwanthpur,1 BHK,666,1,1,36.8
Super built-up  Area,Yeshwanthpur,1 BHK,667,1,1,36.85
Super built-up  Area,Yeshwanthpur,1 BHK,668,1,1,36.85
Super built-up  Area,Yeshwanthpur,1 BHK,669,1,1,36.85
Super built-up  Area,Kanakpura Road,1 BHK,670,1,1,35
Super built-up  Area,Yeshwanthpur,1 BHK,670,1,1,36.85
Super built-up  Area, Basavangudi,1 RK,670,1,1,50
Super built-up  Area,Yeshwanthpur,1 BHK,671,1,1,36.85
Built-up  Area,Shampura,4 BHK,672,3,1,54
Plot  Area,Immadihalli,1 Bedroom,672,1,1,27
Super built-up  Area,Yeshwanthpur,1 BHK,672,1,1,36.85
Super built-up  Area,Yeshwanthpur,1 BHK,673,1,1,36.85
Super built-up  Area,Kammasandra,2 BHK,674,2,1,33
Super built-up  Area,Kammasandra,2 BHK,674,2,1,29
Super built-up  Area,Neeladri Nagar,1 BHK,674,1,1,21
Super built-up  Area,Gunjur Palya,2 BHK,674,1,1,19.9
Super built-up  Area,Kaikondrahalli,2 BHK,674,1,1,19.9
Super built-up  Area,Chandapura,2 BHK,674,1,1,19.9
Super built-up  Area,Dommasandra,2 BHK,674,1,1,19.9
Super built-up  Area,Yeshwanthpur,1 BHK,674,1,1,36.85
Super built-up  Area,Varthur,2 BHK,674,1,1,19.9
Plot  Area,HBR Layout,4 Bedroom,675,3,1,59
Plot  Area,Hosa Road,3 Bedroom,675,3,2,72.5
Plot  Area,Malleshwaram,3 Bedroom,675,2,0,148
Plot  Area,Kenchenhalli,2 Bedroom,675,3,1,52
Built-up  Area,Banagiri Nagar,6 Bedroom,675,6,2,125
Built-up  Area,Balagere,1 BHK,675,1,1,45
Super built-up  Area,Kadabagere,2 BHK,675,1,1,15
Plot  Area,Hosa Road,3 Bedroom,675,3,1,70
Plot  Area,Banashankari,4 Bedroom,675,4,0,140
Plot  Area,Chikkathoguru,3 Bedroom,675,3,2,75
Built-up  Area,Sarjapur  Road,1 BHK,675,1,1,27
Super built-up  Area,Kadabagere,2 BHK,675,2,2,13.5
Super built-up  Area,GM Palaya,1 BHK,675,1,1,35
Plot  Area,Horamavu Banaswadi,4 Bedroom,675,4,2,68
Super built-up  Area,Rachenahalli,1 BHK,680,1,1,44
Plot  Area,Hongasandra,2 Bedroom,680,2,0,42
Plot  Area,Begur Road,3 Bedroom,680,4,1,68
Plot  Area,Bommanahalli,3 Bedroom,680,4,1,68
Super built-up  Area,Rachenahalli,1 BHK,680,1,1,46
Built-up  Area,Yelahanka New Town,2 Bedroom,680,1,1,80
Plot  Area,"Ananthapura, T C palaya Main Road",2 Bedroom,680,3,2,60
Super built-up  Area,Anekal,2 BHK,680,1,1,21
Super built-up  Area,Rachenahalli,1 BHK,680,1,0,32.64
Plot  Area,Yeshwanthpur,3 Bedroom,682,2,1,130
Super built-up  Area,Yelahanka,1 BHK,682,1,1,36.23
Super built-up  Area,Sarjapur  Road,1 BHK,685,1,1,40
Super built-up  Area,BAGUR,1 BHK,686,1,1,17
Super built-up  Area,Malleshwaram,1 BHK,686,1,1,62.5
Carpet  Area,Hebbal,2 BHK,687.325,2,0,42.72
Super built-up  Area,Hulimavu,1 BHK,688,1,2,50
Super built-up  Area,Rachenahalli,1 BHK,690,1,1,39.8
Plot  Area,Singanayakanahalli,2 Bedroom,690,2,0,42
Plot  Area,Vishwapriya Layout,5 Bedroom,690,4,1,83
Super built-up  Area,Sarjapur  Road,1 BHK,691,1,1,31.1
Super built-up  Area,Thanisandra,1 BHK,693,1,1,34.3
Built-up  Area,Thanisandra,1 BHK,693,1,1,34.3
Super built-up  Area,Budigere,1 BHK,693,1,0,27.375
Super built-up  Area,Yelahanka,1 BHK,694,1,0,30.84
Super built-up  Area,Attibele,2 BHK,695,1,1,25
Super built-up  Area,Yelahanka,1 BHK,697,1,0,45
Super built-up  Area,Yelahanka,1 BHK,697,1,1,35
Super built-up  Area,Devanahalli,1 BHK,698.5,1,0,28.57
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,36
Super built-up  Area,Geleyara Balaga Layout,2 BHK,700,1,1,26
Super built-up  Area,K N Extension,6 BHK,700,3,0,120
Built-up  Area,Medahalli,1 Bedroom,700,1,0,41
Plot  Area,Marathahalli,4 Bedroom,700,4,0,72
Super built-up  Area,Kaggalipura,1 BHK,700,1,0,38
Plot  Area,9th Block Jayanagar,1 Bedroom,700,1,0,150
Built-up  Area,Hessarghatta,2 BHK,700,2,0,27
Plot  Area,Rayasandra,7 Bedroom,700,6,0,85
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,35
Super built-up  Area,Prestige Sunrise,1 BHK,700,1,1,41
Super built-up  Area,Kanakpura Road,2 BHK,700,1,1,35
Super built-up  Area,Kaggalipura,1 BHK,700,1,0,36
Plot  Area,Thyagaraja Nagar,4 Bedroom,700,4,2,110
Built-up  Area,Bagalakunte,1 Bedroom,700,1,1,162
Built-up  Area,Electronic City,1 BHK,700,1,1,35
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,40
Super built-up  Area,Chandapura,2 BHK,700,1,1,19
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,34.98
Plot  Area,Bellandur,7 Bedroom,700,8,0,100
Built-up  Area,Anekal,2 BHK,700,1,0,19.4
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,40
Super built-up  Area,Shampura,2 BHK,700,1,2,35
Super built-up  Area,Kogilu,1 BHK,700,1,1,30.84
Built-up  Area,Kammanahalli,1 Bedroom,700,1,0,59
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,34.99
Built-up  Area,Bisuvanahalli,2 BHK,700,1,1,32
Super built-up  Area,Kamala Nagar,2 BHK,700,2,0,43
Plot  Area,1st Block Jayanagar,8 Bedroom,700,4,0,104
Built-up  Area,Ramamurthy Nagar,2 BHK,700,2,1,33
Super built-up  Area,Marathahalli,1 BHK,700,1,1,38
Plot  Area,Chandra Layout,3 Bedroom,700,3,2,195
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,35.07
Super built-up  Area,Baba Nagar,2 BHK,700,2,1,29
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,35
Built-up  Area,"Judicial Layout, Kanakapura Road, ",2 BHK,700,2,1,35
Super built-up  Area,Kogilu,1 BHK,700,1,1,30.84
Super built-up  Area,Kenchenahalli,1 BHK,700,1,1,35
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,41
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,35
Super built-up  Area,2nd Phase Judicial Layout,2 BHK,700,2,1,35
Super built-up  Area,Kanakpura Road,2 BHK,700,1,1,41
Super built-up  Area,Kaggalipura,1 BHK,700,1,0,35
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,40
Plot  Area,Basaveshwara Nagar,4 Bedroom,700,4,2,125
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,34
Super built-up  Area,Yelahanka,1 BHK,700,1,1,38
Super built-up  Area,Kanakpura Road,2 BHK,700,2,1,36
Built-up  Area,KR Puram,1 BHK,700,1,1,21.5
Super built-up  Area,Bannerghatta Road,1 BHK,700,1,1,31.2
Super built-up  Area, Mysore Highway,1 BHK,700,1,1,25.5
Super built-up  Area,Kanakpura Road,2 BHK,700,2,2,36
Super built-up  Area,Tumkur Road,1 BHK,700,1,0,30.09
Super built-up  Area,Sarjapur  Road,1 BHK,702,1,1,52
Plot  Area,Govindapura,4 Bedroom,702,4,0,65
Super built-up  Area,Sarjapur  Road,1 BHK,702,1,0,35.8
Super built-up  Area,Kudlu Gate,1 BHK,703,1,1,52
Super built-up  Area,Ashok Nagar,2 BHK,703,2,1,60
Super built-up  Area,Shivaji Nagar,2 BHK,703,2,1,49.5
Built-up  Area,Varthur,8 Bedroom,704,8,3,92
Super built-up  Area,Malleshwaram,1 BHK,705,1,2,67
Built-up  Area,Vinayak Nagar,1 BHK,705,1,2,36.5
Super built-up  Area,Nagavarapalya,1 BHK,705,1,1,52.5
Super built-up  Area,Nagavarapalya,1 BHK,705,1,1,57
Super built-up  Area,Nagavarapalya,1 BHK,705,1,1,55
Super built-up  Area,Nagavarapalya,1 BHK,705,1,1,57
Super built-up  Area,CV Raman Nagar,1 BHK,705,1,1,57
Super built-up  Area,CV Raman Nagar,1 BHK,705,2,1,50
Super built-up  Area,Ganga Nagar,1 BHK,705,1,1,65
Super built-up  Area,Budigere,1 BHK,705,1,0,34.545
Super built-up  Area,Hoodi,1 BHK,706,1,1,48.24
Super built-up  Area,Dasanapura,2 BHK,708,2,2,37
Super built-up  Area,Dasanapura,2 BHK,708,1,1,40
Super built-up  Area,Dasanapura,1 BHK,708,1,0,28.32
Super built-up  Area,Peenya,2 BHK,708,1,1,55
Super built-up  Area,Tumkur Road,2 BHK,708,2,1,32
Super built-up  Area,Dasanapura,2 BHK,708,2,1,31.15
Super built-up  Area,Dasanapura,1 BHK,708,1,1,41
Super built-up  Area,Whitefield,1 BHK,709,1,0,34.385
Super built-up  Area,Whitefield,1 BHK,709,1,0,34.735
Plot  Area,Rajaji Nagar,6 Bedroom,710,6,3,160
Built-up  Area,Sarjapur  Road,1 BHK,710,1,1,27
Super built-up  Area,Electronic City,2 BHK,710,2,2,16
Built-up  Area,Nagarbhavi,1 BHK,710,2,2,40
Super built-up  Area,Anjanapura,2 BHK,710,2,0,25
Super built-up  Area,Electronic City,1 BHK,710,1,1,40.42
Super built-up  Area,Kanakapura,1 BHK,711,1,1,36
Super built-up  Area,Kanakapura,1 BHK,711,1,1,38
Super built-up  Area,Hoodi,1 BHK,711,1,0,42.65
Plot  Area,Mathikere Extension,4 Bedroom,712,2,1,67.5
Super built-up  Area,Kanakpura Road,1 BHK,712,1,1,38.44
Built-up  Area,KR Puram,1 BHK,714,1,1,28
Super built-up  Area,Hormavu,1 BHK,715,1,2,46
Super built-up  Area,Kenchenahalli,1 BHK,715,1,1,45
Super built-up  Area,Sarjapur  Road,1 BHK,715,1,2,29
Built-up  Area,Chandapura,3 BHK,715,2,0,32
Built-up  Area,Marsur,3 BHK,715,2,1,29
Plot  Area,Electronic City,5 Bedroom,717,5,1,78
Super built-up  Area,Yeshwanthpur,2 BHK,717,2,0,49.475
Plot  Area,Maragondanahalli,2 Bedroom,720,2,1,45
Super built-up  Area,Naganathapura,2 BHK,720,2,1,120
Plot  Area,Ganga Nagar,3 Bedroom,720,3,3,65
Plot  Area,Kithaganur,5 Bedroom,720,4,3,62
Plot  Area,Jalahalli East,4 Bedroom,720,4,2,48
Super built-up  Area,Banashankari,1 BHK,720,1,1,60
Plot  Area,Tindlu,3 Bedroom,720,3,1,81
Plot  Area,Vishwapriya Layout,4 Bedroom,720,3,1,95
Built-up  Area,Rajaji Nagar,2 BHK,720,2,2,65
Plot  Area,Koppa,3 Bedroom,720,3,1,48
Super built-up  Area,Marsur,3 BHK,720,2,1,32
Plot  Area,Vishwanatha Nagenahalli,4 Bedroom,720,4,1,95
Super built-up  Area,Kudlu,1 BHK,720,1,1,33
Super built-up  Area,Tejaswini Nagar,1 BHK,720,1,2,28
Super built-up  Area,Anwar Layout,1 BHK,720,1,0,32.39
Super built-up  Area,Budigere,1 BHK,722,1,0,46
Super built-up  Area,Kengeri,2 BHK,725,2,1,30
Super built-up  Area,Choodasandra,2 BHK,725,2,2,36
Super built-up  Area,Kengeri,2 BHK,726,2,1,31
Super built-up  Area,Kengeri,2 BHK,726,2,1,35
Plot  Area,Kadugondanahalli,6 Bedroom,727,6,2,66
Super built-up  Area,Tumkur Road,1 BHK,728.5,1,0,31.315
Super built-up  Area,Mahadevpura,1 BHK,730,1,1,35
Super built-up  Area,Chamrajpet,2 BHK,730,1,2,52
Super built-up  Area,Abbigere,1 BHK,734,1,0,19.82
Built-up  Area,KR Puram,2 BHK,734,2,1,22
Super built-up  Area,Kundalahalli,2 BHK,735,2,1,57.99
Built-up  Area,Whitefield,2 BHK,735,2,1,35
Super built-up  Area,Wilson Garden,1 BHK,735,1,1,75
Super built-up  Area,CV Raman Nagar,2 BHK,740,2,1,37
Built-up  Area,Kothannur,2 BHK,740,2,1,34
Plot  Area,Gollarahatti,4 Bedroom,740,2,1,24.5
Super built-up  Area,Sarjapura+Attibele Road,1 BHK,740,1,1,23.65
Built-up  Area,Chandapura,2 BHK,740,1,1,22
Super built-up  Area,Jalahalli West,2 BHK,745,2,0,50
Super built-up  Area,JP Nagar,1 BHK,745,1,0,34.27
Super built-up  Area,Jalahalli West,2 BHK,745,2,1,36
Super built-up  Area,Doddagubbi,1 BHK,747,1,2,27
Super built-up  Area,Thanisandra,1 BHK,747,1,0,34.355
Super built-up  Area,Kengeri,2 BHK,750,2,1,38
Super built-up  Area,Jalahalli East,1 BHK,750,1,2,40
Plot  Area,Kacharakanahalli,1 Bedroom,750,1,0,56.25
Plot  Area,Kavika Layout,3 Bedroom,750,2,1,75
Plot  Area,Malleshwaram,9 Bedroom,750,8,0,150
Plot  Area,Kadarenahalli,10 Bedroom,750,10,0,90
Super built-up  Area,Kaveri Nagar,1 BHK,750,1,2,25
Built-up  Area,KR Puram,2 BHK,750,2,1,25
Plot  Area,Kaval Byrasandra,4 Bedroom,750,4,3,110
Super built-up  Area,Kengeri,2 BHK,750,2,2,22
Plot  Area,Sanjay nagar,4 Bedroom,750,2,0,110
Built-up  Area,Kengeri,2 BHK,750,2,1,36
Plot  Area,Thanisandra,5 Bedroom,750,4,0,62
Plot  Area,Cholanayakanahalli,1 Bedroom,750,2,0,50
Super built-up  Area,Whitefield,2 BHK,750,2,1,52.7
Plot  Area,Akshaya Nagar,4 Bedroom,750,4,2,62
Plot  Area,Old Town,8 Bedroom,750,8,0,200
